id,sex,race_ethnicity
97948,female,white_non_hispanic
97949,male,black_non_hispanic
97950,female,white_non_hispanic
97951,female,hispanic
97952,female,other_non_hispanic
97953,female,white_non_hispanic
97954,male,hispanic
97955,male,hispanic
97956,female,white_non_hispanic
97957,male,white_non_hispanic
97958,female,hispanic
97959,male,white_non_hispanic
97960,male,white_non_hispanic
97961,female,white_non_hispanic
97962,female,white_non_hispanic
97963,female,white_non_hispanic
97964,female,hispanic
97965,female,white_non_hispanic
97966,male,white_non_hispanic
97967,male,white_non_hispanic
97968,male,hispanic
97969,female,white_non_hispanic
97970,female,white_non_hispanic
97971,male,white_non_hispanic
97972,female,white_non_hispanic
97973,female,white_non_hispanic
97974,female,white_non_hispanic
97975,female,hispanic
97976,female,hispanic
97977,female,hispanic
97978,female,hispanic
97979,female,white_non_hispanic
97980,male,white_non_hispanic
97981,female,white_non_hispanic
97982,female,black_non_hispanic
97983,male,white_non_hispanic
97984,female,black_non_hispanic
97985,male,white_non_hispanic
97986,female,hispanic
97987,female,white_non_hispanic
97988,male,white_non_hispanic
97989,male,black_non_hispanic
97990,female,black_non_hispanic
97991,female,other_non_hispanic
97992,male,white_non_hispanic
97993,male,white_non_hispanic
97994,female,white_non_hispanic
97995,female,black_non_hispanic
97996,male,white_non_hispanic
97997,male,white_non_hispanic
97998,female,black_non_hispanic
97999,male,hispanic
98000,male,hispanic
98001,female,white_non_hispanic
98002,male,hispanic
98003,male,black_non_hispanic
98004,male,white_non_hispanic
98005,female,white_non_hispanic
98006,female,black_non_hispanic
98007,female,hispanic
98008,male,white_non_hispanic
98009,male,hispanic
98010,male,white_non_hispanic
98011,male,white_non_hispanic
98012,male,white_non_hispanic
98013,male,white_non_hispanic
98014,female,white_non_hispanic
98015,male,black_non_hispanic
98016,male,other_non_hispanic
98017,male,white_non_hispanic
98018,female,hispanic
98019,male,white_non_hispanic
98020,male,white_non_hispanic
98021,male,white_non_hispanic
98022,male,white_non_hispanic
98023,female,other_non_hispanic
98024,male,white_non_hispanic
98025,female,white_non_hispanic
98026,female,hispanic
98027,male,white_non_hispanic
98028,male,other_non_hispanic
98029,female,white_non_hispanic
98030,male,white_non_hispanic
98031,male,white_non_hispanic
98032,female,white_non_hispanic
98033,female,white_non_hispanic
98034,male,white_non_hispanic
98035,female,hispanic
98036,male,white_non_hispanic
98037,female,black_non_hispanic
98038,female,white_non_hispanic
98039,female,hispanic
98040,female,hispanic
98041,male,hispanic
98042,female,hispanic
98043,male,black_non_hispanic
98044,female,white_non_hispanic
98045,female,white_non_hispanic
98046,female,hispanic
98047,female,white_non_hispanic
98048,male,hispanic
98049,male,white_non_hispanic
98050,female,white_non_hispanic
98051,female,hispanic
98052,female,white_non_hispanic
98053,female,hispanic
98054,male,black_non_hispanic
98055,male,other_non_hispanic
98056,male,other_non_hispanic
98057,male,hispanic
98058,female,other_non_hispanic
98059,male,white_non_hispanic
98060,male,white_non_hispanic
98061,female,white_non_hispanic
98062,female,hispanic
98063,female,other_non_hispanic
98064,female,hispanic
98065,male,black_non_hispanic
98066,female,white_non_hispanic
98067,male,black_non_hispanic
98068,male,white_non_hispanic
98069,female,hispanic
98070,male,white_non_hispanic
98071,female,hispanic
98072,female,hispanic
98073,female,hispanic
98074,male,hispanic
98075,female,white_non_hispanic
98076,male,hispanic
98077,female,white_non_hispanic
98078,female,white_non_hispanic
98079,female,white_non_hispanic
98080,male,white_non_hispanic
98081,female,black_non_hispanic
98082,male,white_non_hispanic
98083,female,white_non_hispanic
98084,male,white_non_hispanic
98085,female,white_non_hispanic
98086,male,black_non_hispanic
98087,male,white_non_hispanic
98088,male,white_non_hispanic
98089,female,white_non_hispanic
98090,male,hispanic
98091,male,white_non_hispanic
98092,female,white_non_hispanic
98093,female,hispanic
98094,female,white_non_hispanic
98095,male,white_non_hispanic
98096,female,other_non_hispanic
98097,female,white_non_hispanic
98098,female,black_non_hispanic
98099,female,white_non_hispanic
98100,male,white_non_hispanic
98101,male,black_non_hispanic
98102,female,black_non_hispanic
98103,male,white_non_hispanic
98104,male,white_non_hispanic
98105,male,hispanic
98106,female,white_non_hispanic
98107,male,white_non_hispanic
98108,female,hispanic
98109,male,hispanic
98110,female,white_non_hispanic
98111,male,white_non_hispanic
98112,female,hispanic
98113,female,white_non_hispanic
98114,male,hispanic
98115,male,white_non_hispanic
98116,female,white_non_hispanic
98117,male,white_non_hispanic
98118,female,black_non_hispanic
98119,female,hispanic
98120,female,white_non_hispanic
98121,male,white_non_hispanic
98122,male,white_non_hispanic
98123,female,hispanic
98124,male,white_non_hispanic
98125,male,hispanic
98126,male,hispanic
98127,female,white_non_hispanic
98128,female,hispanic
98129,male,white_non_hispanic
98130,female,white_non_hispanic
98131,female,white_non_hispanic
98132,female,white_non_hispanic
98133,female,black_non_hispanic
98134,male,other_non_hispanic
98135,male,white_non_hispanic
98136,male,white_non_hispanic
98137,male,white_non_hispanic
98138,female,black_non_hispanic
98139,female,white_non_hispanic
98140,male,white_non_hispanic
98141,male,white_non_hispanic
98142,male,white_non_hispanic
98143,male,white_non_hispanic
98144,male,white_non_hispanic
98145,male,white_non_hispanic
98146,female,other_non_hispanic
98147,female,white_non_hispanic
98148,female,white_non_hispanic
98149,female,white_non_hispanic
98150,male,hispanic
98151,male,other_non_hispanic
98152,male,black_non_hispanic
98153,female,white_non_hispanic
98154,male,white_non_hispanic
98155,female,black_non_hispanic
98156,male,white_non_hispanic
98157,female,white_non_hispanic
98158,female,other_non_hispanic
98159,male,white_non_hispanic
98160,male,hispanic
98161,male,white_non_hispanic
98162,male,hispanic
98163,female,white_non_hispanic
98164,male,hispanic
98165,male,white_non_hispanic
98166,male,white_non_hispanic
98167,male,white_non_hispanic
98168,male,white_non_hispanic
98169,male,white_non_hispanic
98170,male,other_non_hispanic
98171,female,hispanic
98172,male,white_non_hispanic
98173,female,white_non_hispanic
98174,male,hispanic
98175,male,white_non_hispanic
98176,male,other_non_hispanic
98177,female,black_non_hispanic
98178,female,white_non_hispanic
98179,female,white_non_hispanic
98180,male,black_non_hispanic
98181,female,white_non_hispanic
98182,male,other_non_hispanic
98183,male,white_non_hispanic
98184,female,hispanic
98185,female,black_non_hispanic
98186,male,white_non_hispanic
98187,male,white_non_hispanic
98188,male,hispanic
98189,male,white_non_hispanic
98190,female,white_non_hispanic
98191,male,white_non_hispanic
98192,female,white_non_hispanic
98193,male,other_non_hispanic
98194,male,black_non_hispanic
98195,female,white_non_hispanic
98196,male,white_non_hispanic
98197,female,hispanic
98198,female,other_non_hispanic
98199,male,black_non_hispanic
98200,female,hispanic
98201,male,other_non_hispanic
98202,male,white_non_hispanic
98203,female,hispanic
98204,male,white_non_hispanic
98205,female,hispanic
98206,male,hispanic
98207,female,other_non_hispanic
98208,male,white_non_hispanic
98209,male,white_non_hispanic
98210,male,white_non_hispanic
98211,male,white_non_hispanic
98212,female,white_non_hispanic
98213,female,white_non_hispanic
98214,male,other_non_hispanic
98215,male,white_non_hispanic
98216,female,white_non_hispanic
98217,male,hispanic
98218,male,other_non_hispanic
98219,male,white_non_hispanic
98220,female,white_non_hispanic
98221,male,white_non_hispanic
98222,female,white_non_hispanic
98223,male,white_non_hispanic
98224,male,black_non_hispanic
98225,male,hispanic
98226,female,hispanic
98227,female,black_non_hispanic
98228,male,white_non_hispanic
98229,male,white_non_hispanic
98230,female,white_non_hispanic
98231,female,white_non_hispanic
98232,male,white_non_hispanic
98233,female,hispanic
98234,male,hispanic
98235,female,white_non_hispanic
98236,female,hispanic
98237,female,white_non_hispanic
98238,male,white_non_hispanic
98239,male,white_non_hispanic
98240,female,other_non_hispanic
98241,male,hispanic
98242,female,black_non_hispanic
98243,female,white_non_hispanic
98244,female,white_non_hispanic
98245,female,white_non_hispanic
98246,male,other_non_hispanic
98247,female,white_non_hispanic
98248,male,white_non_hispanic
98249,male,hispanic
98250,female,hispanic
98251,male,white_non_hispanic
98252,male,white_non_hispanic
98253,male,white_non_hispanic
98254,female,white_non_hispanic
98255,female,hispanic
98256,female,white_non_hispanic
98257,female,white_non_hispanic
98258,female,hispanic
98259,male,white_non_hispanic
98260,female,white_non_hispanic
98261,male,other_non_hispanic
98262,female,white_non_hispanic
98263,male,white_non_hispanic
98264,male,white_non_hispanic
98265,female,white_non_hispanic
98266,male,white_non_hispanic
98267,female,hispanic
98268,male,white_non_hispanic
98269,male,white_non_hispanic
98270,female,white_non_hispanic
98271,male,white_non_hispanic
98272,female,white_non_hispanic
98273,male,hispanic
98274,female,black_non_hispanic
98275,female,white_non_hispanic
98276,male,black_non_hispanic
98277,male,white_non_hispanic
98278,male,white_non_hispanic
98279,female,white_non_hispanic
98280,male,white_non_hispanic
98281,male,white_non_hispanic
98282,female,black_non_hispanic
98283,female,white_non_hispanic
98284,male,white_non_hispanic
98285,male,white_non_hispanic
98286,female,white_non_hispanic
98287,female,white_non_hispanic
98288,male,hispanic
98289,male,white_non_hispanic
98290,female,white_non_hispanic
98291,male,white_non_hispanic
98292,male,black_non_hispanic
98293,male,white_non_hispanic
98294,male,white_non_hispanic
98295,female,white_non_hispanic
98296,male,other_non_hispanic
98297,female,hispanic
98298,male,hispanic
98299,male,white_non_hispanic
98300,female,white_non_hispanic
98301,female,white_non_hispanic
98302,male,white_non_hispanic
98303,female,white_non_hispanic
98304,male,hispanic
98305,female,white_non_hispanic
98306,male,white_non_hispanic
98307,female,white_non_hispanic
98308,female,other_non_hispanic
98309,female,white_non_hispanic
98310,male,other_non_hispanic
98311,female,white_non_hispanic
98312,male,white_non_hispanic
98313,male,white_non_hispanic
98314,male,white_non_hispanic
98315,female,white_non_hispanic
98316,male,white_non_hispanic
98317,female,hispanic
98318,female,white_non_hispanic
98319,male,white_non_hispanic
98320,male,white_non_hispanic
98321,female,white_non_hispanic
98322,male,white_non_hispanic
98323,female,hispanic
98324,female,hispanic
98325,female,white_non_hispanic
98326,male,white_non_hispanic
98327,female,white_non_hispanic
98328,female,black_non_hispanic
98329,female,white_non_hispanic
98330,female,black_non_hispanic
98331,male,white_non_hispanic
98332,female,black_non_hispanic
98333,female,white_non_hispanic
98334,male,other_non_hispanic
98335,male,hispanic
98336,male,hispanic
98337,male,white_non_hispanic
98338,female,black_non_hispanic
98339,female,white_non_hispanic
98340,male,hispanic
98341,female,hispanic
98342,male,hispanic
98343,female,white_non_hispanic
98344,male,white_non_hispanic
98345,male,white_non_hispanic
98346,male,white_non_hispanic
98347,male,white_non_hispanic
98348,male,white_non_hispanic
98349,female,white_non_hispanic
98350,male,black_non_hispanic
98351,female,hispanic
98352,female,hispanic
98353,male,white_non_hispanic
98354,female,white_non_hispanic
98355,female,white_non_hispanic
98356,female,white_non_hispanic
98357,male,white_non_hispanic
98358,male,white_non_hispanic
98359,female,white_non_hispanic
98360,male,white_non_hispanic
98361,male,white_non_hispanic
98362,female,white_non_hispanic
98363,female,hispanic
98364,female,black_non_hispanic
98365,female,hispanic
98366,female,white_non_hispanic
98367,male,hispanic
98368,female,white_non_hispanic
98369,female,white_non_hispanic
98370,male,hispanic
98371,male,hispanic
98372,female,white_non_hispanic
98373,male,white_non_hispanic
98374,female,hispanic
98375,male,white_non_hispanic
98376,female,white_non_hispanic
98377,female,black_non_hispanic
98378,male,white_non_hispanic
98379,female,white_non_hispanic
98380,female,hispanic
98381,male,black_non_hispanic
98382,male,white_non_hispanic
98383,female,white_non_hispanic
98384,male,white_non_hispanic
98385,female,white_non_hispanic
98386,female,other_non_hispanic
98387,female,hispanic
98388,male,white_non_hispanic
98389,male,other_non_hispanic
98390,male,hispanic
98391,female,white_non_hispanic
98392,male,hispanic
98393,male,hispanic
98394,female,white_non_hispanic
98395,female,black_non_hispanic
98396,male,black_non_hispanic
98397,female,white_non_hispanic
98398,male,white_non_hispanic
98399,female,white_non_hispanic
98400,male,black_non_hispanic
98401,male,black_non_hispanic
98402,male,white_non_hispanic
98403,male,hispanic
98404,male,hispanic
98405,male,white_non_hispanic
98406,male,hispanic
98407,female,white_non_hispanic
98408,female,other_non_hispanic
98409,female,black_non_hispanic
98410,male,hispanic
98411,male,white_non_hispanic
98412,male,white_non_hispanic
98413,female,white_non_hispanic
98414,female,white_non_hispanic
98415,female,hispanic
98416,female,hispanic
98417,male,white_non_hispanic
98418,female,black_non_hispanic
98419,male,white_non_hispanic
98420,male,white_non_hispanic
98421,female,white_non_hispanic
98422,female,white_non_hispanic
98423,male,other_non_hispanic
98424,female,white_non_hispanic
98425,male,white_non_hispanic
98426,female,black_non_hispanic
98427,female,white_non_hispanic
98428,female,white_non_hispanic
98429,male,white_non_hispanic
98430,male,white_non_hispanic
98431,female,white_non_hispanic
98432,female,hispanic
98433,male,white_non_hispanic
98434,male,other_non_hispanic
98435,female,hispanic
98436,male,hispanic
98437,male,hispanic
98438,male,white_non_hispanic
98439,male,other_non_hispanic
98440,male,hispanic
98441,male,hispanic
98442,female,white_non_hispanic
98443,female,other_non_hispanic
98444,female,white_non_hispanic
98445,female,black_non_hispanic
98446,male,other_non_hispanic
98447,female,other_non_hispanic
98448,female,white_non_hispanic
98449,female,hispanic
98450,male,other_non_hispanic
98451,male,white_non_hispanic
98452,female,white_non_hispanic
98453,male,white_non_hispanic
98454,female,black_non_hispanic
98455,male,other_non_hispanic
98456,female,white_non_hispanic
98457,male,white_non_hispanic
98458,male,white_non_hispanic
98459,male,hispanic
98460,male,white_non_hispanic
98461,female,other_non_hispanic
98462,female,white_non_hispanic
98463,female,hispanic
98464,male,other_non_hispanic
98465,female,hispanic
98466,female,other_non_hispanic
98467,female,hispanic
98468,female,white_non_hispanic
98469,female,white_non_hispanic
98470,male,other_non_hispanic
98471,male,white_non_hispanic
98472,male,black_non_hispanic
98473,male,hispanic
98474,male,other_non_hispanic
98475,female,hispanic
98476,male,other_non_hispanic
98477,female,other_non_hispanic
98478,male,other_non_hispanic
98479,male,white_non_hispanic
98480,female,hispanic
98481,female,white_non_hispanic
98482,male,other_non_hispanic
98483,female,white_non_hispanic
98484,female,white_non_hispanic
98485,female,white_non_hispanic
98486,female,white_non_hispanic
98487,female,white_non_hispanic
98488,male,white_non_hispanic
98489,male,hispanic
98490,female,black_non_hispanic
98491,female,white_non_hispanic
98492,male,white_non_hispanic
98493,female,white_non_hispanic
98494,male,white_non_hispanic
98495,male,hispanic
98496,male,hispanic
98497,female,black_non_hispanic
98498,female,white_non_hispanic
98499,female,white_non_hispanic
98500,male,white_non_hispanic
98501,female,black_non_hispanic
98502,female,hispanic
98503,male,white_non_hispanic
98504,male,white_non_hispanic
98505,male,white_non_hispanic
98506,female,white_non_hispanic
98507,female,black_non_hispanic
98508,male,white_non_hispanic
98509,female,other_non_hispanic
98510,female,white_non_hispanic
98511,male,black_non_hispanic
98512,female,white_non_hispanic
98513,female,white_non_hispanic
98514,female,white_non_hispanic
98515,male,hispanic
98516,female,white_non_hispanic
98517,male,black_non_hispanic
98518,female,white_non_hispanic
98519,male,white_non_hispanic
98520,male,white_non_hispanic
98521,male,black_non_hispanic
98522,male,white_non_hispanic
98523,female,white_non_hispanic
98524,male,hispanic
98525,male,black_non_hispanic
98526,female,white_non_hispanic
98527,female,hispanic
98528,female,white_non_hispanic
98529,female,black_non_hispanic
98530,male,white_non_hispanic
98531,male,white_non_hispanic
98532,female,white_non_hispanic
98533,female,hispanic
98534,female,hispanic
98535,female,white_non_hispanic
98536,male,white_non_hispanic
98537,female,white_non_hispanic
98538,female,white_non_hispanic
98539,male,other_non_hispanic
98540,female,hispanic
98541,female,white_non_hispanic
98542,male,other_non_hispanic
98543,male,black_non_hispanic
98544,male,white_non_hispanic
98545,male,white_non_hispanic
98546,male,black_non_hispanic
98547,female,black_non_hispanic
98548,female,white_non_hispanic
98549,female,white_non_hispanic
98550,male,white_non_hispanic
98551,female,white_non_hispanic
98552,male,black_non_hispanic
98553,female,white_non_hispanic
98554,female,black_non_hispanic
98555,male,white_non_hispanic
98556,male,white_non_hispanic
98557,male,other_non_hispanic
98558,female,white_non_hispanic
98559,female,white_non_hispanic
98560,male,hispanic
98561,male,white_non_hispanic
98562,female,black_non_hispanic
98563,female,white_non_hispanic
98564,female,white_non_hispanic
98565,male,hispanic
98566,female,white_non_hispanic
98567,male,white_non_hispanic
98568,male,white_non_hispanic
98569,male,hispanic
98570,male,white_non_hispanic
98571,male,other_non_hispanic
98572,female,white_non_hispanic
98573,female,white_non_hispanic
98574,female,hispanic
98575,male,white_non_hispanic
98576,male,white_non_hispanic
98577,male,white_non_hispanic
98578,male,other_non_hispanic
98579,female,black_non_hispanic
98580,male,black_non_hispanic
98581,male,white_non_hispanic
98582,male,other_non_hispanic
98583,male,white_non_hispanic
98584,male,white_non_hispanic
98585,male,white_non_hispanic
98586,female,white_non_hispanic
98587,male,white_non_hispanic
98588,male,white_non_hispanic
98589,male,white_non_hispanic
98590,male,black_non_hispanic
98591,male,white_non_hispanic
98592,female,white_non_hispanic
98593,female,white_non_hispanic
98594,female,white_non_hispanic
98595,female,other_non_hispanic
98596,female,white_non_hispanic
98597,female,black_non_hispanic
98598,male,hispanic
98599,male,other_non_hispanic
98600,male,white_non_hispanic
98601,female,hispanic
98602,male,white_non_hispanic
98603,female,white_non_hispanic
98604,male,white_non_hispanic
98605,female,white_non_hispanic
98606,male,other_non_hispanic
98607,male,white_non_hispanic
98608,female,white_non_hispanic
98609,female,white_non_hispanic
98610,male,white_non_hispanic
98611,female,black_non_hispanic
98612,female,white_non_hispanic
98613,male,white_non_hispanic
98614,female,white_non_hispanic
98615,female,hispanic
98616,female,white_non_hispanic
98617,female,white_non_hispanic
98618,female,white_non_hispanic
98619,female,white_non_hispanic
98620,female,hispanic
98621,female,hispanic
98622,female,other_non_hispanic
98623,male,hispanic
98624,female,hispanic
98625,female,hispanic
98626,male,hispanic
98627,female,other_non_hispanic
98628,female,hispanic
98629,male,black_non_hispanic
98630,female,white_non_hispanic
98631,male,white_non_hispanic
98632,male,hispanic
98633,female,white_non_hispanic
98634,female,hispanic
98635,female,white_non_hispanic
98636,male,black_non_hispanic
98637,male,white_non_hispanic
98638,male,white_non_hispanic
98639,male,white_non_hispanic
98640,male,white_non_hispanic
98641,male,white_non_hispanic
98642,female,white_non_hispanic
98643,female,white_non_hispanic
98644,male,black_non_hispanic
98645,male,hispanic
98646,female,white_non_hispanic
98647,male,white_non_hispanic
98648,female,white_non_hispanic
98649,female,white_non_hispanic
98650,female,hispanic
98651,male,white_non_hispanic
98652,female,white_non_hispanic
98653,female,white_non_hispanic
98654,male,white_non_hispanic
98655,male,white_non_hispanic
98656,female,white_non_hispanic
98657,female,hispanic
98658,female,white_non_hispanic
98659,male,hispanic
98660,female,black_non_hispanic
98661,female,other_non_hispanic
98662,female,white_non_hispanic
98663,female,hispanic
98664,male,white_non_hispanic
98665,male,white_non_hispanic
98666,female,white_non_hispanic
98667,male,other_non_hispanic
98668,male,white_non_hispanic
98669,female,white_non_hispanic
98670,female,hispanic
98671,male,white_non_hispanic
98672,male,white_non_hispanic
98673,female,other_non_hispanic
98674,male,white_non_hispanic
98675,male,white_non_hispanic
98676,female,white_non_hispanic
98677,female,hispanic
98678,male,white_non_hispanic
98679,female,white_non_hispanic
98680,male,white_non_hispanic
98681,male,other_non_hispanic
98682,male,white_non_hispanic
98683,female,black_non_hispanic
98684,female,black_non_hispanic
98685,female,white_non_hispanic
98686,male,white_non_hispanic
98687,male,other_non_hispanic
98688,male,white_non_hispanic
98689,male,white_non_hispanic
98690,female,white_non_hispanic
98691,female,white_non_hispanic
98692,female,white_non_hispanic
98693,female,black_non_hispanic
98694,male,white_non_hispanic
98695,male,black_non_hispanic
98696,female,hispanic
98697,male,white_non_hispanic
98698,male,black_non_hispanic
98699,female,hispanic
98700,male,hispanic
98701,female,white_non_hispanic
98702,female,black_non_hispanic
98703,female,other_non_hispanic
98704,female,white_non_hispanic
98705,female,white_non_hispanic
98706,female,white_non_hispanic
98707,female,white_non_hispanic
98708,female,white_non_hispanic
98709,female,black_non_hispanic
98710,male,white_non_hispanic
98711,male,white_non_hispanic
98712,female,white_non_hispanic
98713,female,hispanic
98714,female,white_non_hispanic
98715,female,white_non_hispanic
98716,female,hispanic
98717,male,black_non_hispanic
98718,male,white_non_hispanic
98719,male,hispanic
98720,male,white_non_hispanic
98721,male,black_non_hispanic
98722,female,hispanic
98723,male,white_non_hispanic
98724,female,white_non_hispanic
98725,female,white_non_hispanic
98726,female,white_non_hispanic
98727,male,white_non_hispanic
98728,male,white_non_hispanic
98729,female,white_non_hispanic
98730,female,white_non_hispanic
98731,female,black_non_hispanic
98732,female,white_non_hispanic
98733,female,white_non_hispanic
98734,male,white_non_hispanic
98735,male,white_non_hispanic
98736,female,black_non_hispanic
98737,female,black_non_hispanic
98738,male,white_non_hispanic
98739,male,white_non_hispanic
98740,female,white_non_hispanic
98741,female,white_non_hispanic
98742,female,white_non_hispanic
98743,female,white_non_hispanic
98744,female,black_non_hispanic
98745,female,white_non_hispanic
98746,male,hispanic
98747,male,white_non_hispanic
98748,female,white_non_hispanic
98749,male,white_non_hispanic
98750,female,white_non_hispanic
98751,male,other_non_hispanic
98752,female,white_non_hispanic
98753,male,other_non_hispanic
98754,male,black_non_hispanic
98755,male,white_non_hispanic
98756,female,white_non_hispanic
98757,female,white_non_hispanic
98758,female,black_non_hispanic
98759,female,white_non_hispanic
98760,female,hispanic
98761,female,white_non_hispanic
98762,female,white_non_hispanic
98763,female,hispanic
98764,female,white_non_hispanic
98765,female,white_non_hispanic
98766,female,white_non_hispanic
98767,female,white_non_hispanic
98768,female,white_non_hispanic
98769,male,white_non_hispanic
98770,female,hispanic
98771,male,white_non_hispanic
98772,male,other_non_hispanic
98773,male,hispanic
98774,female,white_non_hispanic
98775,female,white_non_hispanic
98776,male,white_non_hispanic
98777,female,white_non_hispanic
98778,female,white_non_hispanic
98779,male,black_non_hispanic
98780,female,hispanic
98781,male,black_non_hispanic
98782,female,hispanic
98783,male,white_non_hispanic
98784,male,white_non_hispanic
98785,male,white_non_hispanic
98786,male,other_non_hispanic
98787,male,white_non_hispanic
98788,female,other_non_hispanic
98789,male,white_non_hispanic
98790,male,white_non_hispanic
98791,female,white_non_hispanic
98792,female,white_non_hispanic
98793,female,white_non_hispanic
98794,male,hispanic
98795,male,white_non_hispanic
98796,male,black_non_hispanic
98797,female,white_non_hispanic
98798,male,white_non_hispanic
98799,female,hispanic
98800,female,white_non_hispanic
98801,female,white_non_hispanic
98802,male,white_non_hispanic
98803,female,white_non_hispanic
98804,female,hispanic
98805,male,white_non_hispanic
98806,female,hispanic
98807,male,white_non_hispanic
98808,male,hispanic
98809,female,white_non_hispanic
98810,female,hispanic
98811,female,hispanic
98812,female,white_non_hispanic
98813,male,other_non_hispanic
98814,male,black_non_hispanic
98815,male,white_non_hispanic
98816,male,white_non_hispanic
98817,female,white_non_hispanic
98818,female,hispanic
98819,female,white_non_hispanic
98820,male,white_non_hispanic
98821,male,white_non_hispanic
98822,male,white_non_hispanic
98823,female,white_non_hispanic
98824,male,white_non_hispanic
98825,female,white_non_hispanic
98826,female,white_non_hispanic
98827,female,hispanic
98828,female,white_non_hispanic
98829,female,hispanic
98830,female,white_non_hispanic
98831,male,white_non_hispanic
98832,male,other_non_hispanic
98833,female,white_non_hispanic
98834,male,hispanic
98835,male,white_non_hispanic
98836,male,white_non_hispanic
98837,male,white_non_hispanic
98838,female,black_non_hispanic
98839,female,hispanic
98840,female,white_non_hispanic
98841,female,black_non_hispanic
98842,male,white_non_hispanic
98843,male,white_non_hispanic
98844,female,white_non_hispanic
98845,female,white_non_hispanic
98846,male,white_non_hispanic
98847,male,white_non_hispanic
98848,female,white_non_hispanic
98849,female,white_non_hispanic
98850,female,white_non_hispanic
98851,male,white_non_hispanic
98852,female,white_non_hispanic
98853,male,white_non_hispanic
98854,male,white_non_hispanic
98855,female,white_non_hispanic
98856,male,white_non_hispanic
98857,female,black_non_hispanic
98858,female,hispanic
98859,male,hispanic
98860,male,white_non_hispanic
98861,male,hispanic
98862,female,white_non_hispanic
98863,male,hispanic
98864,male,hispanic
98865,male,black_non_hispanic
98866,male,hispanic
98867,male,hispanic
98868,male,white_non_hispanic
98869,male,black_non_hispanic
98870,male,hispanic
98871,female,hispanic
98872,female,white_non_hispanic
98873,male,white_non_hispanic
98874,female,white_non_hispanic
98875,female,other_non_hispanic
98876,female,white_non_hispanic
98877,male,hispanic
98878,male,hispanic
98879,male,hispanic
98880,female,hispanic
98881,female,white_non_hispanic
98882,male,other_non_hispanic
98883,male,other_non_hispanic
98884,male,white_non_hispanic
98885,female,hispanic
98886,male,white_non_hispanic
98887,male,white_non_hispanic
98888,female,white_non_hispanic
98889,female,hispanic
98890,female,white_non_hispanic
98891,female,white_non_hispanic
98892,male,black_non_hispanic
98893,male,hispanic
98894,male,white_non_hispanic
98895,male,white_non_hispanic
98896,female,other_non_hispanic
98897,male,white_non_hispanic
98898,male,hispanic
98899,female,white_non_hispanic
98900,female,white_non_hispanic
98901,female,black_non_hispanic
98902,female,hispanic
98903,male,black_non_hispanic
98904,female,white_non_hispanic
98905,male,white_non_hispanic
98906,female,hispanic
98907,male,white_non_hispanic
98908,male,hispanic
98909,male,black_non_hispanic
98910,male,white_non_hispanic
98911,female,white_non_hispanic
98912,male,black_non_hispanic
98913,male,other_non_hispanic
98914,male,hispanic
98915,female,white_non_hispanic
98916,female,white_non_hispanic
98917,male,other_non_hispanic
98918,male,white_non_hispanic
98919,male,white_non_hispanic
98920,male,white_non_hispanic
98921,male,white_non_hispanic
98922,male,white_non_hispanic
98923,female,white_non_hispanic
98924,female,white_non_hispanic
98925,female,white_non_hispanic
98926,female,black_non_hispanic
98927,male,white_non_hispanic
98928,female,white_non_hispanic
98929,male,white_non_hispanic
98930,male,white_non_hispanic
98931,female,white_non_hispanic
98932,male,hispanic
98933,female,hispanic
98934,male,hispanic
98935,female,white_non_hispanic
98936,female,other_non_hispanic
98937,male,other_non_hispanic
98938,male,white_non_hispanic
98939,male,white_non_hispanic
98940,female,other_non_hispanic
98941,male,white_non_hispanic
98942,female,white_non_hispanic
98943,male,black_non_hispanic
98944,male,white_non_hispanic
98945,male,hispanic
98946,female,white_non_hispanic
98947,female,white_non_hispanic
98948,male,white_non_hispanic
98949,female,white_non_hispanic
98950,male,other_non_hispanic
98951,male,white_non_hispanic
98952,female,white_non_hispanic
98953,female,white_non_hispanic
98954,female,other_non_hispanic
98955,female,white_non_hispanic
98956,female,white_non_hispanic
98957,female,white_non_hispanic
98958,male,black_non_hispanic
98959,male,white_non_hispanic
98960,female,white_non_hispanic
98961,female,white_non_hispanic
98962,female,white_non_hispanic
98963,female,black_non_hispanic
98964,female,white_non_hispanic
98965,male,black_non_hispanic
98966,female,white_non_hispanic
98967,male,hispanic
98968,male,black_non_hispanic
98969,female,white_non_hispanic
98970,male,hispanic
98971,male,other_non_hispanic
98972,female,hispanic
98973,female,white_non_hispanic
98974,male,other_non_hispanic
98975,male,white_non_hispanic
98976,male,white_non_hispanic
98977,female,white_non_hispanic
98978,male,other_non_hispanic
98979,female,hispanic
98980,female,black_non_hispanic
98981,male,hispanic
98982,female,white_non_hispanic
98983,male,white_non_hispanic
98984,female,hispanic
98985,male,white_non_hispanic
98986,male,other_non_hispanic
98987,female,white_non_hispanic
98988,male,white_non_hispanic
98989,male,white_non_hispanic
98990,female,other_non_hispanic
98991,female,white_non_hispanic
98992,male,black_non_hispanic
98993,female,white_non_hispanic
98994,female,white_non_hispanic
98995,female,hispanic
98996,male,black_non_hispanic
98997,female,white_non_hispanic
98998,male,white_non_hispanic
98999,male,white_non_hispanic
99000,female,white_non_hispanic
99001,female,black_non_hispanic
99002,female,white_non_hispanic
99003,male,white_non_hispanic
99004,female,white_non_hispanic
99005,male,hispanic
99006,male,hispanic
